,SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,active_confirmed
399,400,2020-01-30,Jilin,Mainland China,2020-01-30 16:00:00,14.0,0.0,1.0,13.0
400,401,2020-01-30,Xinjiang,Mainland China,2020-01-30 16:00:00,14.0,0.0,0.0,14.0
401,402,2020-01-30,Guizhou,Mainland China,2020-01-30 16:00:00,12.0,0.0,1.0,11.0
404,405,2020-01-30,Qinghai,Mainland China,2020-01-30 16:00:00,8.0,0.0,0.0,8.0
406,407,2020-01-30,Tibet,Mainland China,2020-01-30 16:00:00,1.0,0.0,0.0,1.0
431,432,2020-01-31,Hubei,Mainland China,2020-01-31 23:59:00,5806.0,204.0,141.0,5461.0
432,433,2020-01-31,Zhejiang,Mainland China,2020-01-31 23:59:00,538.0,0.0,14.0,524.0
433,434,2020-01-31,Guangdong,Mainland China,2020-01-31 23:59:00,436.0,0.0,11.0,425.0
434,435,2020-01-31,Henan,Mainland China,2020-01-31 23:59:00,352.0,2.0,3.0,347.0
435,436,2020-01-31,Hunan,Mainland China,2020-01-31 23:59:00,332.0,0.0,2.0,330.0
436,437,2020-01-31,Jiangxi,Mainland China,2020-01-31 23:59:00,240.0,0.0,7.0,233.0
437,438,2020-01-31,Anhui,Mainland China,2020-01-31 23:59:00,237.0,0.0,3.0,234.0
438,439,2020-01-31,Chongqing,Mainland China,2020-01-31 23:59:00,211.0,0.0,1.0,210.0
439,440,2020-01-31,Shandong,Mainland China,2020-01-31 23:59:00,184.0,0.0,2.0,182.0
440,441,2020-01-31,Sichuan,Mainland China,2020-01-31 23:59:00,177.0,1.0,1.0,175.0
441,442,2020-01-31,Jiangsu,Mainland China,2020-01-31 23:59:00,168.0,0.0,5.0,163.0
442,443,2020-01-31,Beijing,Mainland China,2020-01-31 23:59:00,139.0,1.0,5.0,133.0
443,444,2020-01-31,Shanghai,Mainland China,2020-01-31 23:59:00,135.0,1.0,9.0,125.0
444,445,2020-01-31,Fujian,Mainland China,2020-01-31 23:59:00,120.0,0.0,0.0,120.0
445,446,2020-01-31,Guangxi,Mainland China,2020-01-31 23:59:00,87.0,0.0,2.0,85.0
446,447,2020-01-31,Shaanxi,Mainland China,2020-01-31 23:59:00,87.0,0.0,0.0,87.0
447,448,2020-01-31,Yunnan,Mainland China,2020-01-31 23:59:00,83.0,0.0,1.0,82.0
448,449,2020-01-31,Hebei,Mainland China,2020-01-31 23:59:00,82.0,1.0,0.0,81.0
449,450,2020-01-31,Heilongjiang,Mainland China,2020-01-31 23:59:00,59.0,2.0,0.0,57.0
450,451,2020-01-31,Hainan,Mainland China,2020-01-31 23:59:00,52.0,1.0,1.0,50.0
451,452,2020-01-31,Liaoning,Mainland China,2020-01-31 23:59:00,48.0,0.0,1.0,47.0
452,453,2020-01-31,Shanxi,Mainland China,2020-01-31 23:59:00,39.0,0.0,1.0,38.0
453,454,2020-01-31,Tianjin,Mainland China,2020-01-31 23:59:00,32.0,0.0,0.0,32.0
454,455,2020-01-31,Guizhou,Mainland China,2020-01-31 23:59:00,29.0,0.0,2.0,27.0
455,456,2020-01-31,Gansu,Mainland China,2020-01-31 23:59:00,29.0,0.0,0.0,29.0
456,457,2020-01-31,Ningxia,Mainland China,2020-01-31 23:59:00,21.0,0.0,0.0,21.0
457,458,2020-01-31,Inner Mongolia,Mainland China,2020-01-31 23:59:00,20.0,0.0,1.0,19.0
458,459,2020-01-31,Xinjiang,Mainland China,2020-01-31 23:59:00,17.0,0.0,0.0,17.0
459,460,2020-01-31,Jilin,Mainland China,2020-01-31 23:59:00,14.0,0.0,1.0,13.0
462,463,2020-01-31,Qinghai,Mainland China,2020-01-31 23:59:00,8.0,0.0,0.0,8.0
464,465,2020-01-31,Tibet,Mainland China,2020-01-31 23:59:00,1.0,0.0,0.0,1.0
493,494,2020-02-01,Hubei,Mainland China,2020-02-01 11:53:00,7153.0,249.0,168.0,6736.0
494,495,2020-02-01,Zhejiang,Mainland China,2020-02-01 10:53:00,599.0,0.0,21.0,578.0
495,496,2020-02-01,Guangdong,Mainland China,2020-02-01 14:23:00,535.0,0.0,14.0,521.0
496,497,2020-02-01,Henan,Mainland China,2020-02-01 01:52:00,422.0,2.0,3.0,417.0
497,498,2020-02-01,Hunan,Mainland China,2020-02-01 11:03:00,389.0,0.0,8.0,381.0
498,499,2020-02-01,Anhui,Mainland China,2020-02-01 13:33:00,297.0,0.0,5.0,292.0
499,500,2020-02-01,Jiangxi,Mainland China,2020-02-01 01:52:00,286.0,0.0,9.0,277.0
500,501,2020-02-01,Chongqing,Mainland China,2020-02-01 08:43:00,247.0,1.0,3.0,243.0
501,502,2020-02-01,Sichuan,Mainland China,2020-02-01 01:52:00,207.0,1.0,3.0,203.0
502,503,2020-02-01,Shandong,Mainland China,2020-02-01 07:51:00,206.0,0.0,3.0,203.0
503,504,2020-02-01,Jiangsu,Mainland China,2020-02-01 14:03:00,202.0,0.0,6.0,196.0
504,505,2020-02-01,Shanghai,Mainland China,2020-02-01 06:05:00,169.0,1.0,10.0,158.0
505,506,2020-02-01,Beijing,Mainland China,2020-02-01 09:17:00,168.0,1.0,9.0,158.0
506,507,2020-02-01,Fujian,Mainland China,2020-02-01 05:37:00,144.0,0.0,0.0,144.0
507,508,2020-02-01,Shaanxi,Mainland China,2020-02-01 05:37:00,101.0,0.0,0.0,101.0
508,509,2020-02-01,Guangxi,Mainland China,2020-02-01 01:52:00,100.0,0.0,2.0,98.0
509,510,2020-02-01,Hebei,Mainland China,2020-02-01 01:52:00,96.0,1.0,0.0,95.0
510,511,2020-02-01,Yunnan,Mainland China,2020-02-01 15:53:00,93.0,0.0,2.0,91.0
511,512,2020-02-01,Heilongjiang,Mainland China,2020-02-01 10:33:00,80.0,2.0,2.0,76.0
512,513,2020-02-01,Liaoning,Mainland China,2020-02-01 15:23:00,64.0,0.0,1.0,63.0
513,514,2020-02-01,Hainan,Mainland China,2020-02-01 08:43:00,62.0,1.0,1.0,60.0
514,515,2020-02-01,Shanxi,Mainland China,2020-02-01 01:52:00,47.0,0.0,1.0,46.0
515,516,2020-02-01,Tianjin,Mainland China,2020-02-01 15:43:00,41.0,0.0,0.0,41.0
516,517,2020-02-01,Gansu,Mainland China,2020-02-01 15:43:00,40.0,0.0,0.0,40.0
517,518,2020-02-01,Guizhou,Mainland China,2020-01-31 15:20:00,29.0,0.0,2.0,27.0
518,519,2020-02-01,Ningxia,Mainland China,2020-02-01 02:13:00,26.0,0.0,0.0,26.0
519,520,2020-02-01,Inner Mongolia,Mainland China,2020-02-01 05:37:00,23.0,0.0,1.0,22.0
522,523,2020-02-01,Xinjiang,Mainland China,2020-02-01 05:37:00,18.0,0.0,0.0,18.0
523,524,2020-02-01,Jilin,Mainland China,2020-02-01 01:52:00,17.0,0.0,1.0,16.0
528,529,2020-02-01,Qinghai,Mainland China,2020-02-01 05:37:00,9.0,0.0,0.0,9.0
548,549,2020-02-01,Tibet,Mainland China,2020-02-01 01:52:00,1.0,0.0,0.0,1.0
560,561,2020-02-02,Hubei,Mainland China,2020-02-02 23:43:02,11177.0,350.0,295.0,10532.0
561,562,2020-02-02,Zhejiang,Mainland China,2020-02-02 18:03:05,661.0,0.0,32.0,629.0
562,563,2020-02-02,Guangdong,Mainland China,2020-02-02 18:03:05,632.0,0.0,15.0,617.0
563,564,2020-02-02,Henan,Mainland China,2020-02-02 18:03:05,493.0,2.0,10.0,481.0
564,565,2020-02-02,Hunan,Mainland China,2020-02-02 18:03:05,463.0,0.0,16.0,447.0
565,566,2020-02-02,Anhui,Mainland China,2020-02-02 18:03:05,340.0,0.0,7.0,333.0
566,567,2020-02-02,Jiangxi,Mainland China,2020-02-02 18:03:05,333.0,0.0,12.0,321.0
567,568,2020-02-02,Chongqing,Mainland China,2020-02-02 23:33:02,300.0,2.0,7.0,291.0
568,569,2020-02-02,Jiangsu,Mainland China,2020-02-02 18:03:05,236.0,0.0,7.0,229.0
569,570,2020-02-02,Sichuan,Mainland China,2020-02-02 18:03:05,231.0,1.0,11.0,219.0
570,571,2020-02-02,Shandong,Mainland China,2020-02-02 18:03:05,230.0,0.0,6.0,224.0
571,572,2020-02-02,Beijing,Mainland China,2020-02-02 08:43:02,191.0,1.0,9.0,181.0
572,573,2020-02-02,Shanghai,Mainland China,2020-02-02 05:53:02,182.0,1.0,10.0,171.0
573,574,2020-02-02,Fujian,Mainland China,2020-02-02 03:43:01,159.0,0.0,0.0,159.0
574,575,2020-02-02,Shaanxi,Mainland China,2020-02-02 03:23:14,116.0,0.0,0.0,116.0
575,576,2020-02-02,Guangxi,Mainland China,2020-02-02 00:23:13,111.0,0.0,2.0,109.0
576,577,2020-02-02,Yunnan,Mainland China,2020-02-02 18:03:05,105.0,0.0,3.0,102.0
577,578,2020-02-02,Hebei,Mainland China,2020-02-02 02:53:02,104.0,1.0,3.0,100.0
578,579,2020-02-02,Heilongjiang,Mainland China,2020-02-02 03:23:14,95.0,2.0,2.0,91.0
579,580,2020-02-02,Liaoning,Mainland China,2020-02-02 18:03:05,70.0,0.0,1.0,69.0
580,581,2020-02-02,Shanxi,Mainland China,2020-02-02 23:23:13,66.0,0.0,3.0,63.0
581,582,2020-02-02,Hainan,Mainland China,2020-02-02 18:03:05,64.0,1.0,4.0,59.0
582,583,2020-02-02,Gansu,Mainland China,2020-02-02 23:43:02,51.0,0.0,3.0,48.0
583,584,2020-02-02,Tianjin,Mainland China,2020-02-02 09:43:01,48.0,0.0,1.0,47.0
584,585,2020-02-02,Guizhou,Mainland China,2020-02-02 01:03:32,38.0,0.0,2.0,36.0
585,586,2020-02-02,Ningxia,Mainland China,2020-02-02 01:43:02,28.0,0.0,0.0,28.0
586,587,2020-02-02,Inner Mongolia,Mainland China,2020-02-02 03:43:01,27.0,0.0,1.0,26.0
587,588,2020-02-02,Jilin,Mainland China,2020-02-02 02:33:02,23.0,0.0,1.0,22.0
588,589,2020-02-02,Xinjiang,Mainland China,2020-02-02 00:43:02,21.0,0.0,0.0,21.0
594,595,2020-02-02,Qinghai,Mainland China,2020-02-02 05:33:03,11.0,0.0,0.0,11.0
616,617,2020-02-02,Tibet,Mainland China,2020-02-01 01:52:40,1.0,0.0,0.0,1.0
627,628,2020-02-03,Hubei,Mainland China,2020-02-03 23:23:03,13522.0,414.0,386.0,12722.0
628,629,2020-02-03,Guangdong,Mainland China,2020-02-03 12:53:02,725.0,0.0,21.0,704.0
629,630,2020-02-03,Zhejiang,Mainland China,2020-02-03 13:33:02,724.0,0.0,43.0,681.0
630,631,2020-02-03,Henan,Mainland China,2020-02-03 17:11:34,566.0,2.0,16.0,548.0
631,632,2020-02-03,Hunan,Mainland China,2020-02-03 11:03:10,521.0,0.0,22.0,499.0
632,633,2020-02-03,Anhui,Mainland China,2020-02-03 17:11:34,408.0,0.0,14.0,394.0
633,634,2020-02-03,Jiangxi,Mainland China,2020-02-03 01:33:02,391.0,0.0,18.0,373.0
634,635,2020-02-03,Chongqing,Mainland China,2020-02-03 23:43:02,337.0,2.0,9.0,326.0
635,636,2020-02-03,Jiangsu,Mainland China,2020-02-03 11:03:10,271.0,0.0,8.0,263.0
636,637,2020-02-03,Shandong,Mainland China,2020-02-03 17:11:34,259.0,0.0,7.0,252.0
637,638,2020-02-03,Sichuan,Mainland China,2020-02-03 11:23:23,254.0,1.0,14.0,239.0
638,639,2020-02-03,Beijing,Mainland China,2020-02-03 09:23:05,212.0,1.0,12.0,199.0
639,640,2020-02-03,Shanghai,Mainland China,2020-02-03 07:03:12,203.0,1.0,10.0,192.0
640,641,2020-02-03,Fujian,Mainland China,2020-02-03 11:33:13,179.0,0.0,1.0,178.0
641,642,2020-02-03,Shaanxi,Mainland China,2020-02-03 02:33:02,128.0,0.0,0.0,128.0
642,643,2020-02-03,Guangxi,Mainland China,2020-02-03 12:33:02,127.0,0.0,7.0,120.0
643,644,2020-02-03,Heilongjiang,Mainland China,2020-02-03 07:13:19,121.0,2.0,2.0,117.0
644,645,2020-02-03,Yunnan,Mainland China,2020-02-03 23:23:03,117.0,0.0,5.0,112.0
645,646,2020-02-03,Hebei,Mainland China,2020-02-03 00:23:14,113.0,1.0,3.0,109.0
646,647,2020-02-03,Liaoning,Mainland China,2020-02-03 17:11:34,74.0,0.0,1.0,73.0
647,648,2020-02-03,Shanxi,Mainland China,2020-02-03 23:13:11,74.0,0.0,2.0,72.0
648,649,2020-02-03,Hainan,Mainland China,2020-02-03 17:11:34,72.0,1.0,4.0,67.0
649,650,2020-02-03,Tianjin,Mainland China,2020-02-03 13:53:03,60.0,0.0,1.0,59.0
650,651,2020-02-03,Gansu,Mainland China,2020-02-03 23:03:08,55.0,0.0,3.0,52.0
651,652,2020-02-03,Guizhou,Mainland China,2020-02-03 01:03:22,46.0,0.0,2.0,44.0
652,653,2020-02-03,Inner Mongolia,Mainland China,2020-02-03 03:03:09,34.0,0.0,1.0,33.0
653,654,2020-02-03,Jilin,Mainland China,2020-02-03 00:53:03,31.0,0.0,1.0,30.0
654,655,2020-02-03,Ningxia,Mainland China,2020-02-03 08:33:03,31.0,0.0,1.0,30.0
655,656,2020-02-03,Xinjiang,Mainland China,2020-02-03 01:13:21,24.0,0.0,0.0,24.0
661,662,2020-02-03,Qinghai,Mainland China,2020-02-03 02:43:01,13.0,0.0,0.0,13.0
685,686,2020-02-03,Tibet,Mainland China,2020-02-01 01:52:40,1.0,0.0,0.0,1.0
695,696,2020-02-04,Hubei,Mainland China,2020-02-04 23:43:01,16678.0,479.0,522.0,15677.0
696,697,2020-02-04,Zhejiang,Mainland China,2020-02-04 13:03:07,829.0,0.0,62.0,767.0
697,698,2020-02-04,Guangdong,Mainland China,2020-02-04 13:03:07,813.0,0.0,30.0,783.0
698,699,2020-02-04,Henan,Mainland China,2020-02-04 11:53:02,675.0,2.0,27.0,646.0
699,700,2020-02-04,Hunan,Mainland China,2020-02-04 14:03:03,593.0,0.0,31.0,562.0
700,701,2020-02-04,Anhui,Mainland China,2020-02-04 05:33:01,480.0,0.0,20.0,460.0
701,702,2020-02-04,Jiangxi,Mainland China,2020-02-04 14:43:02,476.0,0.0,20.0,456.0
702,703,2020-02-04,Chongqing,Mainland China,2020-02-04 23:43:01,366.0,2.0,9.0,355.0
703,704,2020-02-04,Jiangsu,Mainland China,2020-02-04 11:53:02,308.0,0.0,12.0,296.0
704,705,2020-02-04,Sichuan,Mainland China,2020-02-04 01:43:02,282.0,1.0,14.0,267.0
705,706,2020-02-04,Shandong,Mainland China,2020-02-04 12:03:04,275.0,0.0,11.0,264.0
706,707,2020-02-04,Beijing,Mainland China,2020-02-04 08:33:01,228.0,1.0,23.0,204.0
707,708,2020-02-04,Shanghai,Mainland China,2020-02-04 06:33:02,219.0,1.0,12.0,206.0
708,709,2020-02-04,Fujian,Mainland China,2020-02-04 12:13:11,194.0,0.0,3.0,191.0
709,710,2020-02-04,Heilongjiang,Mainland China,2020-02-04 07:43:01,155.0,2.0,4.0,149.0
710,711,2020-02-04,Shaanxi,Mainland China,2020-02-04 12:33:02,142.0,0.0,2.0,140.0
711,712,2020-02-04,Guangxi,Mainland China,2020-02-04 05:53:01,139.0,0.0,10.0,129.0
712,713,2020-02-04,Hebei,Mainland China,2020-02-04 08:53:01,126.0,1.0,4.0,121.0
713,714,2020-02-04,Yunnan,Mainland China,2020-02-04 23:23:02,122.0,0.0,5.0,117.0
714,715,2020-02-04,Liaoning,Mainland China,2020-02-04 14:13:08,81.0,0.0,2.0,79.0
715,716,2020-02-04,Shanxi,Mainland China,2020-02-04 23:23:02,81.0,0.0,4.0,77.0
716,717,2020-02-04,Hainan,Mainland China,2020-02-04 11:33:03,80.0,1.0,5.0,74.0
717,718,2020-02-04,Tianjin,Mainland China,2020-02-04 13:33:02,67.0,0.0,2.0,65.0
718,719,2020-02-04,Guizhou,Mainland China,2020-02-04 10:43:02,58.0,0.0,2.0,56.0
719,720,2020-02-04,Gansu,Mainland China,2020-02-04 15:43:02,57.0,0.0,4.0,53.0
720,721,2020-02-04,Jilin,Mainland China,2020-02-04 00:23:05,42.0,0.0,1.0,41.0
721,722,2020-02-04,Inner Mongolia,Mainland China,2020-02-04 03:03:07,35.0,0.0,1.0,34.0
722,723,2020-02-04,Ningxia,Mainland China,2020-02-04 02:13:18,34.0,0.0,1.0,33.0
723,724,2020-02-04,Xinjiang,Mainland China,2020-02-04 01:33:01,29.0,0.0,0.0,29.0
729,730,2020-02-04,Qinghai,Mainland China,2020-02-04 01:33:01,15.0,0.0,0.0,15.0
755,756,2020-02-04,Tibet,Mainland China,2020-02-01 01:52:40,1.0,0.0,0.0,1.0
765,766,2020-02-05,Hubei,Mainland China,2020-02-05 23:13:12,19665.0,549.0,633.0,18483.0
766,767,2020-02-05,Guangdong,Mainland China,2020-02-05 13:23:04,895.0,0.0,49.0,846.0
767,768,2020-02-05,Zhejiang,Mainland China,2020-02-05 15:13:02,895.0,0.0,78.0,817.0
768,769,2020-02-05,Henan,Mainland China,2020-02-05 15:03:02,764.0,2.0,47.0,715.0
769,770,2020-02-05,Hunan,Mainland China,2020-02-05 15:23:02,661.0,0.0,54.0,607.0
770,771,2020-02-05,Jiangxi,Mainland China,2020-02-05 01:33:07,548.0,0.0,27.0,521.0
771,772,2020-02-05,Anhui,Mainland China,2020-02-05 13:43:02,530.0,0.0,23.0,507.0
772,773,2020-02-05,Chongqing,Mainland China,2020-02-05 23:43:02,389.0,2.0,15.0,372.0
773,774,2020-02-05,Jiangsu,Mainland China,2020-02-05 12:43:02,341.0,0.0,23.0,318.0
774,775,2020-02-05,Shandong,Mainland China,2020-02-05 10:13:13,307.0,0.0,15.0,292.0
775,776,2020-02-05,Sichuan,Mainland China,2020-02-05 10:13:13,301.0,1.0,24.0,276.0
776,777,2020-02-05,Beijing,Mainland China,2020-02-05 05:43:02,253.0,1.0,24.0,228.0
777,778,2020-02-05,Shanghai,Mainland China,2020-02-05 06:23:04,243.0,1.0,15.0,227.0
778,779,2020-02-05,Fujian,Mainland China,2020-02-05 12:33:01,205.0,0.0,11.0,194.0
779,780,2020-02-05,Heilongjiang,Mainland China,2020-02-05 12:13:04,190.0,2.0,7.0,181.0
780,781,2020-02-05,Shaanxi,Mainland China,2020-02-05 08:43:01,165.0,0.0,6.0,159.0
781,782,2020-02-05,Guangxi,Mainland China,2020-02-05 12:03:08,150.0,0.0,13.0,137.0
782,783,2020-02-05,Hebei,Mainland China,2020-02-05 11:23:18,135.0,1.0,6.0,128.0
783,784,2020-02-05,Yunnan,Mainland China,2020-02-05 23:33:02,128.0,0.0,5.0,123.0
784,785,2020-02-05,Hainan,Mainland China,2020-02-05 16:43:04,99.0,1.0,5.0,93.0
785,786,2020-02-05,Liaoning,Mainland China,2020-02-05 15:23:02,89.0,0.0,4.0,85.0
786,787,2020-02-05,Shanxi,Mainland China,2020-02-05 15:23:02,81.0,0.0,5.0,76.0
787,788,2020-02-05,Tianjin,Mainland China,2020-02-05 03:43:02,69.0,1.0,2.0,66.0
788,789,2020-02-05,Guizhou,Mainland China,2020-02-05 12:33:02,64.0,1.0,9.0,54.0
789,790,2020-02-05,Gansu,Mainland China,2020-02-05 16:23:06,62.0,0.0,6.0,56.0
790,791,2020-02-05,Jilin,Mainland China,2020-02-05 11:03:16,54.0,0.0,2.0,52.0
791,792,2020-02-05,Inner Mongolia,Mainland China,2020-02-05 08:53:02,42.0,0.0,3.0,39.0
792,793,2020-02-05,Ningxia,Mainland China,2020-02-04 02:13:18,34.0,0.0,1.0,33.0
793,794,2020-02-05,Xinjiang,Mainland China,2020-02-05 02:03:13,32.0,0.0,0.0,32.0
799,800,2020-02-05,Qinghai,Mainland China,2020-02-05 03:13:05,17.0,0.0,3.0,14.0
825,826,2020-02-05,Tibet,Mainland China,2020-02-01 01:52:40,1.0,0.0,0.0,1.0
836,837,2020-02-06,Hubei,Mainland China,2020-02-06 23:23:02,22112.0,618.0,817.0,20677.0
837,838,2020-02-06,Guangdong,Mainland China,2020-02-06 12:43:02,970.0,0.0,69.0,901.0
838,839,2020-02-06,Zhejiang,Mainland China,2020-02-06 10:53:04,954.0,0.0,94.0,860.0
839,840,2020-02-06,Henan,Mainland China,2020-02-06 11:23:14,851.0,2.0,56.0,793.0
840,841,2020-02-06,Hunan,Mainland China,2020-02-06 13:13:06,711.0,0.0,81.0,630.0
841,842,2020-02-06,Jiangxi,Mainland China,2020-02-06 02:33:01,600.0,0.0,37.0,563.0
842,843,2020-02-06,Anhui,Mainland China,2020-02-06 13:33:02,591.0,0.0,34.0,557.0
843,844,2020-02-06,Chongqing,Mainland China,2020-02-06 23:33:02,411.0,2.0,24.0,385.0
844,845,2020-02-06,Jiangsu,Mainland China,2020-02-06 08:03:10,373.0,0.0,34.0,339.0
845,846,2020-02-06,Shandong,Mainland China,2020-02-06 07:53:02,347.0,0.0,27.0,320.0
846,847,2020-02-06,Sichuan,Mainland China,2020-02-06 08:03:10,321.0,1.0,31.0,289.0
847,848,2020-02-06,Beijing,Mainland China,2020-02-06 03:23:11,274.0,1.0,31.0,242.0
848,849,2020-02-06,Shanghai,Mainland China,2020-02-06 06:53:07,257.0,1.0,25.0,231.0
849,850,2020-02-06,Heilongjiang,Mainland China,2020-02-06 08:13:06,227.0,3.0,8.0,216.0
850,851,2020-02-06,Fujian,Mainland China,2020-02-06 11:03:19,215.0,0.0,14.0,201.0
851,852,2020-02-06,Shaanxi,Mainland China,2020-02-06 13:53:02,173.0,0.0,9.0,164.0
852,853,2020-02-06,Guangxi,Mainland China,2020-02-06 04:13:13,168.0,0.0,14.0,154.0
853,854,2020-02-06,Hebei,Mainland China,2020-02-06 13:53:02,157.0,1.0,13.0,143.0
854,855,2020-02-06,Yunnan,Mainland China,2020-02-06 09:43:02,133.0,0.0,7.0,126.0
855,856,2020-02-06,Hainan,Mainland China,2020-02-06 11:13:24,106.0,1.0,8.0,97.0
856,857,2020-02-06,Shanxi,Mainland China,2020-02-06 23:03:02,96.0,0.0,12.0,84.0
857,858,2020-02-06,Liaoning,Mainland China,2020-02-06 14:33:02,94.0,0.0,5.0,89.0
858,859,2020-02-06,Tianjin,Mainland China,2020-02-06 23:43:01,79.0,1.0,2.0,76.0
859,860,2020-02-06,Guizhou,Mainland China,2020-02-06 09:53:02,71.0,1.0,6.0,64.0
860,861,2020-02-06,Gansu,Mainland China,2020-02-05 16:23:06,62.0,0.0,6.0,56.0
861,862,2020-02-06,Jilin,Mainland China,2020-02-06 14:23:04,59.0,0.0,4.0,55.0
862,863,2020-02-06,Inner Mongolia,Mainland China,2020-02-06 02:23:08,46.0,0.0,4.0,42.0
864,865,2020-02-06,Ningxia,Mainland China,2020-02-06 02:13:15,40.0,0.0,1.0,39.0
865,866,2020-02-06,Xinjiang,Mainland China,2020-02-06 01:13:08,36.0,0.0,0.0,36.0
870,871,2020-02-06,Qinghai,Mainland China,2020-02-06 02:13:15,18.0,0.0,3.0,15.0
896,897,2020-02-06,Tibet,Mainland China,2020-02-01 01:52:40,1.0,0.0,0.0,1.0
907,908,2020-02-07,Hubei,Mainland China,2020-02-07 23:43:02,24953.0,699.0,1115.0,23139.0
908,909,2020-02-07,Guangdong,Mainland China,2020-02-07 10:13:06,1034.0,1.0,88.0,945.0
909,910,2020-02-07,Zhejiang,Mainland China,2020-02-07 11:33:11,1006.0,0.0,123.0,883.0
910,911,2020-02-07,Henan,Mainland China,2020-02-07 14:03:12,914.0,3.0,86.0,825.0
911,912,2020-02-07,Hunan,Mainland China,2020-02-07 11:33:11,772.0,0.0,112.0,660.0
912,913,2020-02-07,Anhui,Mainland China,2020-02-07 05:13:07,665.0,0.0,47.0,618.0
913,914,2020-02-07,Jiangxi,Mainland China,2020-02-07 01:23:02,661.0,0.0,45.0,616.0
914,915,2020-02-07,Chongqing,Mainland China,2020-02-07 23:33:02,426.0,2.0,31.0,393.0
915,916,2020-02-07,Jiangsu,Mainland China,2020-02-07 14:03:12,408.0,0.0,43.0,365.0
916,917,2020-02-07,Shandong,Mainland China,2020-02-07 11:33:11,386.0,0.0,37.0,349.0
917,918,2020-02-07,Sichuan,Mainland China,2020-02-07 08:23:09,344.0,1.0,42.0,301.0
918,919,2020-02-07,Beijing,Mainland China,2020-02-07 03:23:02,297.0,1.0,33.0,263.0
919,920,2020-02-07,Heilongjiang,Mainland China,2020-02-07 07:43:02,277.0,3.0,12.0,262.0
920,921,2020-02-07,Shanghai,Mainland China,2020-02-07 06:14:15,277.0,1.0,30.0,246.0
921,922,2020-02-07,Fujian,Mainland China,2020-02-07 13:23:03,224.0,0.0,20.0,204.0
922,923,2020-02-07,Shaanxi,Mainland China,2020-02-07 08:23:09,184.0,0.0,17.0,167.0
923,924,2020-02-07,Guangxi,Mainland China,2020-02-07 00:33:02,172.0,0.0,17.0,155.0
924,925,2020-02-07,Hebei,Mainland China,2020-02-07 12:03:04,172.0,1.0,22.0,149.0
925,926,2020-02-07,Yunnan,Mainland China,2020-02-07 23:23:04,138.0,0.0,12.0,126.0
926,927,2020-02-07,Hainan,Mainland China,2020-02-07 12:33:02,117.0,2.0,10.0,105.0
927,928,2020-02-07,Shanxi,Mainland China,2020-02-07 23:43:02,104.0,0.0,15.0,89.0
928,929,2020-02-07,Liaoning,Mainland China,2020-02-07 15:33:03,99.0,0.0,7.0,92.0
929,930,2020-02-07,Guizhou,Mainland China,2020-02-07 11:13:07,81.0,1.0,6.0,74.0
930,931,2020-02-07,Tianjin,Mainland China,2020-02-07 05:43:03,81.0,1.0,2.0,78.0
931,932,2020-02-07,Gansu,Mainland China,2020-02-07 02:33:06,67.0,0.0,9.0,58.0
932,933,2020-02-07,Jilin,Mainland China,2020-02-07 00:43:02,65.0,1.0,4.0,60.0
934,935,2020-02-07,Inner Mongolia,Mainland China,2020-02-07 11:13:07,50.0,0.0,5.0,45.0
935,936,2020-02-07,Ningxia,Mainland China,2020-02-07 11:13:07,43.0,0.0,5.0,38.0
936,937,2020-02-07,Xinjiang,Mainland China,2020-02-07 01:43:02,39.0,0.0,0.0,39.0
942,943,2020-02-07,Qinghai,Mainland China,2020-02-06 02:13:15,18.0,0.0,3.0,15.0
968,969,2020-02-07,Tibet,Mainland China,2020-02-01 01:52:40,1.0,0.0,0.0,1.0
979,980,2020-02-08,Hubei,Mainland China,2020-02-08 23:33:06,27100.0,780.0,1439.0,24881.0
980,981,2020-02-08,Guangdong,Mainland China,2020-02-08 11:53:01,1095.0,1.0,112.0,982.0
981,982,2020-02-08,Zhejiang,Mainland China,2020-02-08 10:53:02,1048.0,0.0,175.0,873.0
982,983,2020-02-08,Henan,Mainland China,2020-02-08 14:13:12,981.0,4.0,116.0,861.0
983,984,2020-02-08,Hunan,Mainland China,2020-02-08 12:53:01,803.0,1.0,156.0,646.0
984,985,2020-02-08,Anhui,Mainland China,2020-02-08 07:43:02,733.0,0.0,59.0,674.0
985,986,2020-02-08,Jiangxi,Mainland China,2020-02-08 01:23:02,698.0,0.0,55.0,643.0
986,987,2020-02-08,Jiangsu,Mainland China,2020-02-08 10:23:04,439.0,0.0,51.0,388.0
987,988,2020-02-08,Chongqing,Mainland China,2020-02-08 11:03:15,428.0,2.0,39.0,387.0
988,989,2020-02-08,Shandong,Mainland China,2020-02-08 11:33:02,416.0,0.0,44.0,372.0
989,990,2020-02-08,Sichuan,Mainland China,2020-02-08 15:23:04,364.0,1.0,60.0,303.0
990,991,2020-02-08,Beijing,Mainland China,2020-02-08 03:13:09,315.0,2.0,34.0,279.0
991,992,2020-02-08,Heilongjiang,Mainland China,2020-02-08 04:03:09,295.0,5.0,13.0,277.0
992,993,2020-02-08,Shanghai,Mainland China,2020-02-08 06:33:02,286.0,1.0,41.0,244.0
993,994,2020-02-08,Fujian,Mainland China,2020-02-08 08:13:10,239.0,0.0,24.0,215.0
