,SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,active_confirmed
32313,32314,2020-05-31,Chongqing,Mainland China,2020-06-01 02:32:46,579.0,6.0,573.0,0.0
32340,32341,2020-05-31,Fujian,Mainland China,2020-06-01 02:32:46,358.0,1.0,355.0,2.0
32345,32346,2020-05-31,Gansu,Mainland China,2020-06-01 02:32:46,139.0,2.0,137.0,0.0
32357,32358,2020-05-31,Guangdong,Mainland China,2020-06-01 02:32:46,1595.0,8.0,1583.0,4.0
32358,32359,2020-05-31,Guangxi,Mainland China,2020-06-01 02:32:46,254.0,2.0,252.0,0.0
32360,32361,2020-05-31,Guizhou,Mainland China,2020-06-01 02:32:46,147.0,2.0,145.0,0.0
32362,32363,2020-05-31,Hainan,Mainland China,2020-06-01 02:32:46,169.0,6.0,163.0,0.0
32365,32366,2020-05-31,Hebei,Mainland China,2020-06-01 02:32:46,328.0,6.0,322.0,0.0
32366,32367,2020-05-31,Heilongjiang,Mainland China,2020-06-01 02:32:46,945.0,13.0,932.0,0.0
32367,32368,2020-05-31,Henan,Mainland China,2020-06-01 02:32:46,1276.0,22.0,1254.0,0.0
32375,32376,2020-05-31,Hubei,Mainland China,2020-06-01 02:32:46,68135.0,4512.0,63620.0,3.0
32377,32378,2020-05-31,Hunan,Mainland China,2020-06-01 02:32:46,1019.0,4.0,1015.0,0.0
32384,32385,2020-05-31,Inner Mongolia,Mainland China,2020-06-01 02:32:46,235.0,1.0,207.0,27.0
32389,32390,2020-05-31,Jiangsu,Mainland China,2020-06-01 02:32:46,653.0,0.0,653.0,0.0
32390,32391,2020-05-31,Jiangxi,Mainland China,2020-06-01 02:32:46,937.0,1.0,936.0,0.0
32391,32392,2020-05-31,Jilin,Mainland China,2020-06-01 02:32:46,155.0,2.0,144.0,9.0
32406,32407,2020-05-31,Liaoning,Mainland China,2020-06-01 02:32:46,149.0,2.0,147.0,0.0
32468,32469,2020-05-31,Ningxia,Mainland China,2020-06-01 02:32:46,75.0,0.0,75.0,0.0
32509,32510,2020-05-31,Qinghai,Mainland China,2020-06-01 02:32:46,18.0,0.0,18.0,0.0
32542,32543,2020-05-31,Shaanxi,Mainland China,2020-06-01 02:32:46,308.0,3.0,305.0,0.0
32543,32544,2020-05-31,Shandong,Mainland China,2020-06-01 02:32:46,792.0,7.0,780.0,5.0
32544,32545,2020-05-31,Shanghai,Mainland China,2020-06-01 02:32:46,672.0,7.0,657.0,8.0
32545,32546,2020-05-31,Shanxi,Mainland China,2020-06-01 02:32:46,198.0,0.0,198.0,0.0
32549,32550,2020-05-31,Sichuan,Mainland China,2020-06-01 02:32:46,575.0,3.0,558.0,14.0
32567,32568,2020-05-31,Tianjin,Mainland China,2020-06-01 02:32:46,192.0,3.0,188.0,1.0
32568,32569,2020-05-31,Tibet,Mainland China,2020-06-01 02:32:46,1.0,0.0,1.0,0.0
32606,32607,2020-05-31,Xinjiang,Mainland China,2020-06-01 02:32:46,76.0,3.0,73.0,0.0
32612,32613,2020-05-31,Yunnan,Mainland China,2020-06-01 02:32:46,185.0,2.0,183.0,0.0
32614,32615,2020-05-31,Zhejiang,Mainland China,2020-06-01 02:32:46,1268.0,1.0,1267.0,0.0
32808,32809,2020-06-01,Anhui,Mainland China,2020-06-02 02:33:08,991.0,6.0,985.0,0.0
32837,32838,2020-06-01,Beijing,Mainland China,2020-06-02 02:33:08,593.0,9.0,581.0,3.0
32882,32883,2020-06-01,Chongqing,Mainland China,2020-06-02 02:33:08,579.0,6.0,573.0,0.0
32915,32916,2020-06-01,Fujian,Mainland China,2020-06-02 02:33:08,358.0,1.0,356.0,1.0
32920,32921,2020-06-01,Gansu,Mainland China,2020-06-02 02:33:08,139.0,2.0,137.0,0.0
32932,32933,2020-06-01,Guangdong,Mainland China,2020-06-02 02:33:08,1596.0,8.0,1583.0,5.0
32933,32934,2020-06-01,Guangxi,Mainland China,2020-06-02 02:33:08,254.0,2.0,252.0,0.0
32935,32936,2020-06-01,Guizhou,Mainland China,2020-06-02 02:33:08,147.0,2.0,145.0,0.0
32937,32938,2020-06-01,Hainan,Mainland China,2020-06-02 02:33:08,169.0,6.0,163.0,0.0
32940,32941,2020-06-01,Hebei,Mainland China,2020-06-02 02:33:08,328.0,6.0,322.0,0.0
32941,32942,2020-06-01,Heilongjiang,Mainland China,2020-06-02 02:33:08,945.0,13.0,932.0,0.0
32942,32943,2020-06-01,Henan,Mainland China,2020-06-02 02:33:08,1276.0,22.0,1254.0,0.0
32950,32951,2020-06-01,Hubei,Mainland China,2020-06-02 02:33:08,68135.0,4512.0,63620.0,3.0
32952,32953,2020-06-01,Hunan,Mainland China,2020-06-02 02:33:08,1019.0,4.0,1015.0,0.0
32960,32961,2020-06-01,Inner Mongolia,Mainland China,2020-06-02 02:33:08,235.0,1.0,209.0,25.0
32969,32970,2020-06-01,Jiangsu,Mainland China,2020-06-02 02:33:08,653.0,0.0,653.0,0.0
32970,32971,2020-06-01,Jiangxi,Mainland China,2020-06-02 02:33:08,937.0,1.0,936.0,0.0
32971,32972,2020-06-01,Jilin,Mainland China,2020-06-02 02:33:08,155.0,2.0,147.0,6.0
33011,33012,2020-06-01,Liaoning,Mainland China,2020-06-02 02:33:08,149.0,2.0,147.0,0.0
33084,33085,2020-06-01,Ningxia,Mainland China,2020-06-02 02:33:08,75.0,0.0,75.0,0.0
33138,33139,2020-06-01,Qinghai,Mainland China,2020-06-02 02:33:08,18.0,0.0,18.0,0.0
33180,33181,2020-06-01,Shaanxi,Mainland China,2020-06-02 02:33:08,309.0,3.0,305.0,1.0
33181,33182,2020-06-01,Shandong,Mainland China,2020-06-02 02:33:08,792.0,7.0,780.0,5.0
33182,33183,2020-06-01,Shanghai,Mainland China,2020-06-02 02:33:08,673.0,7.0,660.0,6.0
33183,33184,2020-06-01,Shanxi,Mainland China,2020-06-02 02:33:08,198.0,0.0,198.0,0.0
33187,33188,2020-06-01,Sichuan,Mainland China,2020-06-02 02:33:08,577.0,3.0,558.0,16.0
33212,33213,2020-06-01,Tianjin,Mainland China,2020-06-02 02:33:08,192.0,3.0,188.0,1.0
33213,33214,2020-06-01,Tibet,Mainland China,2020-06-02 02:33:08,1.0,0.0,1.0,0.0
33265,33266,2020-06-01,Xinjiang,Mainland China,2020-06-02 02:33:08,76.0,3.0,73.0,0.0
33273,33274,2020-06-01,Yunnan,Mainland China,2020-06-02 02:33:08,185.0,2.0,183.0,0.0
33278,33279,2020-06-01,Zhejiang,Mainland China,2020-06-02 02:33:08,1268.0,1.0,1267.0,0.0
33473,33474,2020-06-02,Anhui,Mainland China,2020-06-03 02:33:13,991.0,6.0,985.0,0.0
33502,33503,2020-06-02,Beijing,Mainland China,2020-06-03 02:33:13,593.0,9.0,581.0,3.0
33547,33548,2020-06-02,Chongqing,Mainland China,2020-06-03 02:33:13,579.0,6.0,573.0,0.0
33579,33580,2020-06-02,Fujian,Mainland China,2020-06-03 02:33:13,358.0,1.0,356.0,1.0
33584,33585,2020-06-02,Gansu,Mainland China,2020-06-03 02:33:13,139.0,2.0,137.0,0.0
33596,33597,2020-06-02,Guangdong,Mainland China,2020-06-03 02:33:13,1597.0,8.0,1583.0,6.0
33597,33598,2020-06-02,Guangxi,Mainland China,2020-06-03 02:33:13,254.0,2.0,252.0,0.0
33599,33600,2020-06-02,Guizhou,Mainland China,2020-06-03 02:33:13,147.0,2.0,145.0,0.0
33601,33602,2020-06-02,Hainan,Mainland China,2020-06-03 02:33:13,169.0,6.0,163.0,0.0
33604,33605,2020-06-02,Hebei,Mainland China,2020-06-03 02:33:13,328.0,6.0,322.0,0.0
33605,33606,2020-06-02,Heilongjiang,Mainland China,2020-06-03 02:33:13,945.0,13.0,932.0,0.0
33606,33607,2020-06-02,Henan,Mainland China,2020-06-03 02:33:13,1276.0,22.0,1254.0,0.0
33614,33615,2020-06-02,Hubei,Mainland China,2020-06-03 02:33:13,68135.0,4512.0,63620.0,3.0
33616,33617,2020-06-02,Hunan,Mainland China,2020-06-03 02:33:13,1019.0,4.0,1015.0,0.0
33624,33625,2020-06-02,Inner Mongolia,Mainland China,2020-06-03 02:33:13,235.0,1.0,209.0,25.0
33633,33634,2020-06-02,Jiangsu,Mainland China,2020-06-03 02:33:13,653.0,0.0,653.0,0.0
33634,33635,2020-06-02,Jiangxi,Mainland China,2020-06-03 02:33:13,937.0,1.0,936.0,0.0
33635,33636,2020-06-02,Jilin,Mainland China,2020-06-03 02:33:13,155.0,2.0,147.0,6.0
33675,33676,2020-06-02,Liaoning,Mainland China,2020-06-03 02:33:13,149.0,2.0,147.0,0.0
33748,33749,2020-06-02,Ningxia,Mainland China,2020-06-03 02:33:13,75.0,0.0,75.0,0.0
33802,33803,2020-06-02,Qinghai,Mainland China,2020-06-03 02:33:13,18.0,0.0,18.0,0.0
33844,33845,2020-06-02,Shaanxi,Mainland China,2020-06-03 02:33:13,309.0,3.0,305.0,1.0
33845,33846,2020-06-02,Shandong,Mainland China,2020-06-03 02:33:13,792.0,7.0,780.0,5.0
33846,33847,2020-06-02,Shanghai,Mainland China,2020-06-03 02:33:13,673.0,7.0,661.0,5.0
33847,33848,2020-06-02,Shanxi,Mainland China,2020-06-03 02:33:13,198.0,0.0,198.0,0.0
33851,33852,2020-06-02,Sichuan,Mainland China,2020-06-03 02:33:13,577.0,3.0,558.0,16.0
33876,33877,2020-06-02,Tianjin,Mainland China,2020-06-03 02:33:13,192.0,3.0,188.0,1.0
33877,33878,2020-06-02,Tibet,Mainland China,2020-06-03 02:33:13,1.0,0.0,1.0,0.0
33929,33930,2020-06-02,Xinjiang,Mainland China,2020-06-03 02:33:13,76.0,3.0,73.0,0.0
33937,33938,2020-06-02,Yunnan,Mainland China,2020-06-03 02:33:13,185.0,2.0,183.0,0.0
33942,33943,2020-06-02,Zhejiang,Mainland China,2020-06-03 02:33:13,1268.0,1.0,1267.0,0.0
34137,34138,2020-06-03,Anhui,Mainland China,2020-06-04 02:33:14,991.0,6.0,985.0,0.0
34166,34167,2020-06-03,Beijing,Mainland China,2020-06-04 02:33:14,594.0,9.0,583.0,2.0
34211,34212,2020-06-03,Chongqing,Mainland China,2020-06-04 02:33:14,579.0,6.0,573.0,0.0
34244,34245,2020-06-03,Fujian,Mainland China,2020-06-04 02:33:14,358.0,1.0,356.0,1.0
34249,34250,2020-06-03,Gansu,Mainland China,2020-06-04 02:33:14,139.0,2.0,137.0,0.0
34261,34262,2020-06-03,Guangdong,Mainland China,2020-06-04 02:33:14,1598.0,8.0,1583.0,7.0
34262,34263,2020-06-03,Guangxi,Mainland China,2020-06-04 02:33:14,254.0,2.0,252.0,0.0
34264,34265,2020-06-03,Guizhou,Mainland China,2020-06-04 02:33:14,147.0,2.0,145.0,0.0
34266,34267,2020-06-03,Hainan,Mainland China,2020-06-04 02:33:14,169.0,6.0,163.0,0.0
34269,34270,2020-06-03,Hebei,Mainland China,2020-06-04 02:33:14,328.0,6.0,322.0,0.0
34270,34271,2020-06-03,Heilongjiang,Mainland China,2020-06-04 02:33:14,947.0,13.0,934.0,0.0
34271,34272,2020-06-03,Henan,Mainland China,2020-06-04 02:33:14,1276.0,22.0,1254.0,0.0
34279,34280,2020-06-03,Hubei,Mainland China,2020-06-04 02:33:14,68135.0,4512.0,63620.0,3.0
34281,34282,2020-06-03,Hunan,Mainland China,2020-06-04 02:33:14,1019.0,4.0,1015.0,0.0
34289,34290,2020-06-03,Inner Mongolia,Mainland China,2020-06-04 02:33:14,235.0,1.0,212.0,22.0
34298,34299,2020-06-03,Jiangsu,Mainland China,2020-06-04 02:33:14,653.0,0.0,653.0,0.0
34299,34300,2020-06-03,Jiangxi,Mainland China,2020-06-04 02:33:14,932.0,1.0,931.0,0.0
34300,34301,2020-06-03,Jilin,Mainland China,2020-06-04 02:33:14,155.0,2.0,148.0,5.0
34340,34341,2020-06-03,Liaoning,Mainland China,2020-06-04 02:33:14,149.0,2.0,147.0,0.0
34413,34414,2020-06-03,Ningxia,Mainland China,2020-06-04 02:33:14,75.0,0.0,75.0,0.0
34467,34468,2020-06-03,Qinghai,Mainland China,2020-06-04 02:33:14,18.0,0.0,18.0,0.0
34509,34510,2020-06-03,Shaanxi,Mainland China,2020-06-04 02:33:14,309.0,3.0,305.0,1.0
34510,34511,2020-06-03,Shandong,Mainland China,2020-06-04 02:33:14,792.0,7.0,780.0,5.0
34511,34512,2020-06-03,Shanghai,Mainland China,2020-06-04 02:33:14,673.0,7.0,661.0,5.0
34512,34513,2020-06-03,Shanxi,Mainland China,2020-06-04 02:33:14,198.0,0.0,198.0,0.0
34516,34517,2020-06-03,Sichuan,Mainland China,2020-06-04 02:33:14,577.0,3.0,558.0,16.0
34541,34542,2020-06-03,Tianjin,Mainland China,2020-06-04 02:33:14,192.0,3.0,188.0,1.0
34542,34543,2020-06-03,Tibet,Mainland China,2020-06-04 02:33:14,1.0,0.0,1.0,0.0
34594,34595,2020-06-03,Xinjiang,Mainland China,2020-06-04 02:33:14,76.0,3.0,73.0,0.0
34602,34603,2020-06-03,Yunnan,Mainland China,2020-06-04 02:33:14,185.0,2.0,183.0,0.0
34607,34608,2020-06-03,Zhejiang,Mainland China,2020-06-04 02:33:14,1268.0,1.0,1267.0,0.0
34802,34803,2020-06-04,Anhui,Mainland China,2020-06-05 02:33:06,991.0,6.0,985.0,0.0
34831,34832,2020-06-04,Beijing,Mainland China,2020-06-05 02:33:06,594.0,9.0,583.0,2.0
34876,34877,2020-06-04,Chongqing,Mainland China,2020-06-05 02:33:06,579.0,6.0,573.0,0.0
34909,34910,2020-06-04,Fujian,Mainland China,2020-06-05 02:33:06,358.0,1.0,356.0,1.0
34914,34915,2020-06-04,Gansu,Mainland China,2020-06-05 02:33:06,139.0,2.0,137.0,0.0
34926,34927,2020-06-04,Guangdong,Mainland China,2020-06-05 02:33:06,1598.0,8.0,1584.0,6.0
34927,34928,2020-06-04,Guangxi,Mainland China,2020-06-05 02:33:06,254.0,2.0,252.0,0.0
34929,34930,2020-06-04,Guizhou,Mainland China,2020-06-05 02:33:06,147.0,2.0,145.0,0.0
34931,34932,2020-06-04,Hainan,Mainland China,2020-06-05 02:33:06,169.0,6.0,163.0,0.0
34934,34935,2020-06-04,Hebei,Mainland China,2020-06-05 02:33:06,328.0,6.0,322.0,0.0
34935,34936,2020-06-04,Heilongjiang,Mainland China,2020-06-05 02:33:06,947.0,13.0,934.0,0.0
34936,34937,2020-06-04,Henan,Mainland China,2020-06-05 02:33:06,1276.0,22.0,1254.0,0.0
34944,34945,2020-06-04,Hubei,Mainland China,2020-06-05 02:33:06,68135.0,4512.0,63623.0,0.0
34946,34947,2020-06-04,Hunan,Mainland China,2020-06-05 02:33:06,1019.0,4.0,1015.0,0.0
34954,34955,2020-06-04,Inner Mongolia,Mainland China,2020-06-05 02:33:06,235.0,1.0,213.0,21.0
34963,34964,2020-06-04,Jiangsu,Mainland China,2020-06-05 02:33:06,653.0,0.0,653.0,0.0
34964,34965,2020-06-04,Jiangxi,Mainland China,2020-06-05 02:33:06,932.0,1.0,931.0,0.0
34965,34966,2020-06-04,Jilin,Mainland China,2020-06-05 02:33:06,155.0,2.0,149.0,4.0
35005,35006,2020-06-04,Liaoning,Mainland China,2020-06-05 02:33:06,149.0,2.0,147.0,0.0
35078,35079,2020-06-04,Ningxia,Mainland China,2020-06-05 02:33:06,75.0,0.0,75.0,0.0
35132,35133,2020-06-04,Qinghai,Mainland China,2020-06-05 02:33:06,18.0,0.0,18.0,0.0
35174,35175,2020-06-04,Shaanxi,Mainland China,2020-06-05 02:33:06,309.0,3.0,305.0,1.0
35175,35176,2020-06-04,Shandong,Mainland China,2020-06-05 02:33:06,792.0,7.0,780.0,5.0
35176,35177,2020-06-04,Shanghai,Mainland China,2020-06-05 02:33:06,677.0,7.0,662.0,8.0
35177,35178,2020-06-04,Shanxi,Mainland China,2020-06-05 02:33:06,198.0,0.0,198.0,0.0
35181,35182,2020-06-04,Sichuan,Mainland China,2020-06-05 02:33:06,578.0,3.0,558.0,17.0
35206,35207,2020-06-04,Tianjin,Mainland China,2020-06-05 02:33:06,192.0,3.0,189.0,0.0
35207,35208,2020-06-04,Tibet,Mainland China,2020-06-05 02:33:06,1.0,0.0,1.0,0.0
35259,35260,2020-06-04,Xinjiang,Mainland China,2020-06-05 02:33:06,76.0,3.0,73.0,0.0
35267,35268,2020-06-04,Yunnan,Mainland China,2020-06-05 02:33:06,185.0,2.0,183.0,0.0
35272,35273,2020-06-04,Zhejiang,Mainland China,2020-06-05 02:33:06,1268.0,1.0,1267.0,0.0
35466,35467,2020-06-05,Anhui,Mainland China,2020-06-06 02:33:00,991.0,6.0,985.0,0.0
35495,35496,2020-06-05,Beijing,Mainland China,2020-06-06 02:33:00,594.0,9.0,583.0,2.0
35541,35542,2020-06-05,Chongqing,Mainland China,2020-06-06 02:33:00,579.0,6.0,573.0,0.0
35575,35576,2020-06-05,Fujian,Mainland China,2020-06-06 02:33:00,358.0,1.0,356.0,1.0
35580,35581,2020-06-05,Gansu,Mainland China,2020-06-06 02:33:00,139.0,2.0,137.0,0.0
35594,35595,2020-06-05,Guangdong,Mainland China,2020-06-06 02:33:00,1601.0,8.0,1584.0,9.0
35595,35596,2020-06-05,Guangxi,Mainland China,2020-06-06 02:33:00,254.0,2.0,252.0,0.0
35597,35598,2020-06-05,Guizhou,Mainland China,2020-06-06 02:33:00,147.0,2.0,145.0,0.0
35599,35600,2020-06-05,Hainan,Mainland China,2020-06-06 02:33:00,169.0,6.0,163.0,0.0
35603,35604,2020-06-05,Hebei,Mainland China,2020-06-06 02:33:00,328.0,6.0,322.0,0.0
35604,35605,2020-06-05,Heilongjiang,Mainland China,2020-06-06 02:33:00,947.0,13.0,934.0,0.0
35605,35606,2020-06-05,Henan,Mainland China,2020-06-06 02:33:00,1276.0,22.0,1254.0,0.0
35613,35614,2020-06-05,Hubei,Mainland China,2020-06-06 02:33:00,68135.0,4512.0,63623.0,0.0
35615,35616,2020-06-05,Hunan,Mainland China,2020-06-06 02:33:00,1019.0,4.0,1015.0,0.0
35623,35624,2020-06-05,Inner Mongolia,Mainland China,2020-06-06 02:33:00,235.0,1.0,213.0,21.0
35633,35634,2020-06-05,Jiangsu,Mainland China,2020-06-06 02:33:00,653.0,0.0,653.0,0.0
35634,35635,2020-06-05,Jiangxi,Mainland China,2020-06-06 02:33:00,932.0,1.0,931.0,0.0
35635,35636,2020-06-05,Jilin,Mainland China,2020-06-06 02:33:00,155.0,2.0,150.0,3.0
35678,35679,2020-06-05,Liaoning,Mainland China,2020-06-06 02:33:00,149.0,2.0,147.0,0.0
35751,35752,2020-06-05,Ningxia,Mainland China,2020-06-06 02:33:00,75.0,0.0,75.0,0.0
35808,35809,2020-06-05,Qinghai,Mainland China,2020-06-06 02:33:00,18.0,0.0,18.0,0.0
35850,35851,2020-06-05,Shaanxi,Mainland China,2020-06-06 02:33:00,309.0,3.0,305.0,1.0
35851,35852,2020-06-05,Shandong,Mainland China,2020-06-06 02:33:00,792.0,7.0,780.0,5.0
35852,35853,2020-06-05,Shanghai,Mainland China,2020-06-06 02:33:00,677.0,7.0,663.0,7.0
35853,35854,2020-06-05,Shanxi,Mainland China,2020-06-06 02:33:00,198.0,0.0,198.0,0.0
35857,35858,2020-06-05,Sichuan,Mainland China,2020-06-06 02:33:00,578.0,3.0,558.0,17.0
35885,35886,2020-06-05,Tianjin,Mainland China,2020-06-06 02:33:00,192.0,3.0,189.0,0.0
35886,35887,2020-06-05,Tibet,Mainland China,2020-06-06 02:33:00,1.0,0.0,1.0,0.0
35944,35945,2020-06-05,Xinjiang,Mainland China,2020-06-06 02:33:00,76.0,3.0,73.0,0.0
35952,35953,2020-06-05,Yunnan,Mainland China,2020-06-06 02:33:00,185.0,2.0,183.0,0.0
35957,35958,2020-06-05,Zhejiang,Mainland China,2020-06-06 02:33:00,1268.0,1.0,1267.0,0.0
36151,36152,2020-06-06,Anhui,Mainland China,2020-06-07 03:53:30,991.0,6.0,985.0,0.0
36180,36181,2020-06-06,Beijing,Mainland China,2020-06-07 03:53:30,594.0,9.0,583.0,2.0
36226,36227,2020-06-06,Chongqing,Mainland China,2020-06-07 03:53:30,579.0,6.0,573.0,0.0
36260,36261,2020-06-06,Fujian,Mainland China,2020-06-07 03:53:30,359.0,1.0,356.0,2.0
36265,36266,2020-06-06,Gansu,Mainland China,2020-06-07 03:53:30,139.0,2.0,137.0,0.0
36279,36280,2020-06-06,Guangdong,Mainland China,2020-06-07 03:53:30,1602.0,8.0,1584.0,10.0
36280,36281,2020-06-06,Guangxi,Mainland China,2020-06-07 03:53:30,254.0,2.0,252.0,0.0
36282,36283,2020-06-06,Guizhou,Mainland China,2020-06-07 03:53:30,147.0,2.0,145.0,0.0
36284,36285,2020-06-06,Hainan,Mainland China,2020-06-07 03:53:30,170.0,6.0,162.0,2.0
36288,36289,2020-06-06,Hebei,Mainland China,2020-06-07 03:53:30,328.0,6.0,322.0,0.0
36289,36290,2020-06-06,Heilongjiang,Mainland China,2020-06-07 03:53:30,947.0,13.0,934.0,0.0
36290,36291,2020-06-06,Henan,Mainland China,2020-06-07 03:53:30,1276.0,22.0,1254.0,0.0
36298,36299,2020-06-06,Hubei,Mainland China,2020-06-07 03:53:30,68135.0,4512.0,63623.0,0.0
36300,36301,2020-06-06,Hunan,Mainland China,2020-06-07 03:53:30,1019.0,4.0,1015.0,0.0
36308,36309,2020-06-06,Inner Mongolia,Mainland China,2020-06-07 03:53:30,235.0,1.0,213.0,21.0
36318,36319,2020-06-06,Jiangsu,Mainland China,2020-06-07 03:53:30,653.0,0.0,653.0,0.0
36319,36320,2020-06-06,Jiangxi,Mainland China,2020-06-07 03:53:30,932.0,1.0,931.0,0.0
36320,36321,2020-06-06,Jilin,Mainland China,2020-06-07 03:53:30,155.0,2.0,151.0,2.0
36363,36364,2020-06-06,Liaoning,Mainland China,2020-06-07 03:53:30,149.0,2.0,147.0,0.0
36436,36437,2020-06-06,Ningxia,Mainland China,2020-06-07 03:53:30,75.0,0.0,75.0,0.0
36493,36494,2020-06-06,Qinghai,Mainland China,2020-06-07 03:53:30,18.0,0.0,18.0,0.0
36535,36536,2020-06-06,Shaanxi,Mainland China,2020-06-07 03:53:30,311.0,3.0,305.0,3.0
36536,36537,2020-06-06,Shandong,Mainland China,2020-06-07 03:53:30,792.0,7.0,780.0,5.0
36537,36538,2020-06-06,Shanghai,Mainland China,2020-06-07 03:53:30,677.0,7.0,664.0,6.0
36538,36539,2020-06-06,Shanxi,Mainland China,2020-06-07 03:53:30,198.0,0.0,198.0,0.0
36542,36543,2020-06-06,Sichuan,Mainland China,2020-06-07 03:53:30,578.0,3.0,558.0,17.0
36570,36571,2020-06-06,Tianjin,Mainland China,2020-06-07 03:53:30,193.0,3.0,189.0,1.0
36571,36572,2020-06-06,Tibet,Mainland China,2020-06-07 03:53:30,1.0,0.0,1.0,0.0
36629,36630,2020-06-06,Xinjiang,Mainland China,2020-06-07 03:53:30,76.0,3.0,73.0,0.0
36637,36638,2020-06-06,Yunnan,Mainland China,2020-06-07 03:53:30,185.0,2.0,183.0,0.0
36642,36643,2020-06-06,Zhejiang,Mainland China,2020-06-07 03:53:30,1268.0,1.0,1267.0,0.0
36836,36837,2020-06-07,Anhui,Mainland China,2020-06-08 03:33:22,991.0,6.0,985.0,0.0
36865,36866,2020-06-07,Beijing,Mainland China,2020-06-08 03:33:22,594.0,9.0,583.0,2.0
36911,36912,2020-06-07,Chongqing,Mainland China,2020-06-08 03:33:22,579.0,6.0,573.0,0.0
36945,36946,2020-06-07,Fujian,Mainland China,2020-06-08 03:33:22,359.0,1.0,356.0,2.0
36950,36951,2020-06-07,Gansu,Mainland China,2020-06-08 03:33:22,139.0,2.0,137.0,0.0
36964,36965,2020-06-07,Guangdong,Mainland China,2020-06-08 03:33:22,1602.0,8.0,1585.0,9.0
36965,36966,2020-06-07,Guangxi,Mainland China,2020-06-08 03:33:22,254.0,2.0,252.0,0.0
36967,36968,2020-06-07,Guizhou,Mainland China,2020-06-08 03:33:22,147.0,2.0,145.0,0.0
36969,36970,2020-06-07,Hainan,Mainland China,2020-06-08 03:33:22,170.0,6.0,162.0,2.0
36973,36974,2020-06-07,Hebei,Mainland China,2020-06-08 03:33:22,328.0,6.0,322.0,0.0
36974,36975,2020-06-07,Heilongjiang,Mainland China,2020-06-08 03:33:22,947.0,13.0,934.0,0.0
36975,36976,2020-06-07,Henan,Mainland China,2020-06-08 03:33:22,1276.0,22.0,1254.0,0.0
36983,36984,2020-06-07,Hubei,Mainland China,2020-06-08 03:33:22,68135.0,4512.0,63623.0,0.0
36985,36986,2020-06-07,Hunan,Mainland China,2020-06-08 03:33:22,1019.0,4.0,1015.0,0.0
36993,36994,2020-06-07,Inner Mongolia,Mainland China,2020-06-08 03:33:22,235.0,1.0,218.0,16.0
37003,37004,2020-06-07,Jiangsu,Mainland China,2020-06-08 03:33:22,653.0,0.0,653.0,0.0
37004,37005,2020-06-07,Jiangxi,Mainland China,2020-06-08 03:33:22,932.0,1.0,931.0,0.0
37005,37006,2020-06-07,Jilin,Mainland China,2020-06-08 03:33:22,155.0,2.0,153.0,0.0
37048,37049,2020-06-07,Liaoning,Mainland China,2020-06-08 03:33:22,149.0,2.0,147.0,0.0
37121,37122,2020-06-07,Ningxia,Mainland China,2020-06-08 03:33:22,75.0,0.0,75.0,0.0
37178,37179,2020-06-07,Qinghai,Mainland China,2020-06-08 03:33:22,18.0,0.0,18.0,0.0
37220,37221,2020-06-07,Shaanxi,Mainland China,2020-06-08 03:33:22,311.0,3.0,305.0,3.0
37221,37222,2020-06-07,Shandong,Mainland China,2020-06-08 03:33:22,792.0,7.0,781.0,4.0
37222,37223,2020-06-07,Shanghai,Mainland China,2020-06-08 03:33:22,678.0,7.0,664.0,7.0
37223,37224,2020-06-07,Shanxi,Mainland China,2020-06-08 03:33:22,198.0,0.0,198.0,0.0
37227,37228,2020-06-07,Sichuan,Mainland China,2020-06-08 03:33:22,581.0,3.0,558.0,20.0
37255,37256,2020-06-07,Tianjin,Mainland China,2020-06-08 03:33:22,193.0,3.0,189.0,1.0
37256,37257,2020-06-07,Tibet,Mainland China,2020-06-08 03:33:22,1.0,0.0,1.0,0.0
37314,37315,2020-06-07,Xinjiang,Mainland China,2020-06-08 03:33:22,76.0,3.0,73.0,0.0
37322,37323,2020-06-07,Yunnan,Mainland China,2020-06-08 03:33:22,185.0,2.0,183.0,0.0
37327,37328,2020-06-07,Zhejiang,Mainland China,2020-06-08 03:33:22,1268.0,1.0,1267.0,0.0
37521,37522,2020-06-08,Anhui,Mainland China,2020-06-09 03:33:03,991.0,6.0,985.0,0.0
37550,37551,2020-06-08,Beijing,Mainland China,2020-06-09 03:33:03,594.0,9.0,584.0,1.0
37596,37597,2020-06-08,Chongqing,Mainland China,2020-06-09 03:33:03,579.0,6.0,573.0,0.0
37630,37631,2020-06-08,Fujian,Mainland China,2020-06-09 03:33:03,359.0,1.0,356.0,2.0
37635,37636,2020-06-08,Gansu,Mainland China,2020-06-09 03:33:03,139.0,2.0,137.0,0.0
37649,37650,2020-06-08,Guangdong,Mainland China,2020-06-09 03:33:03,1604.0,8.0,1586.0,10.0
37650,37651,2020-06-08,Guangxi,Mainland China,2020-06-09 03:33:03,254.0,2.0,252.0,0.0
37653,37654,2020-06-08,Guizhou,Mainland China,2020-06-09 03:33:03,147.0,2.0,145.0,0.0
37655,37656,2020-06-08,Hainan,Mainland China,2020-06-09 03:33:03,170.0,6.0,162.0,2.0
37659,37660,2020-06-08,Hebei,Mainland China,2020-06-09 03:33:03,328.0,6.0,322.0,0.0
37660,37661,2020-06-08,Heilongjiang,Mainland China,2020-06-09 03:33:03,947.0,13.0,934.0,0.0
